Gender,College,Churn,Level,Residence,SIM_Usage,Usage_Freq,Network_Strength,Services_Used,Data_Exhaustion,Other_Networks,Reasons_Discontinue,Monthly_Data_Usage
Male,College of Science,Yes,500,Off-campus,Yes,Occasionally,5,"SMS/Text messaging, None of the above, Mobile data/Internet, Voice Calls",Yes,No,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance, High costs/pricing",6.73
Female,College of Agriculture and Natural Resources,No,100,Off-campus,Yes,Daily,1,Mobile data/Internet,No,No,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",6.67
Male,College of Humanity and Social Science,Yes,300,Off-campus,No,Daily,2,"SMS/Text messaging, Mobile data/Internet, None of the above",Yes,Yes,Unsatisfactory customer service,6.46
Female,School of Business,No,200,On-campus,No,Occasionally,4,"None of the above, Mobile data/Internet, SMS/Text messaging",No,Yes,Unsatisfactory customer service,8.65
Female,College of Engineering,Yes,300,Off-campus,Yes,Occasionally,3,"Mobile data/Internet, None of the above",No,No,Poor network quality/coverage,6.4
Female,College of Engineering,Yes,200,On-campus,No,Daily,2,Mobile data/Internet,Yes,Yes,"High costs/pricing, Poor network quality/coverage",8.23
Female,College of Agriculture and Natural Resources,Yes,100,Off-campus,No,Daily,3,"Mobile data/Internet, SMS/Text messaging, Voice Calls, None of the above",Yes,No,"Insufficient data allowance, High costs/pricing",1.49
Female,School of Business,Yes,300,On-campus,No,Several times a week,4,"SMS/Text messaging, Mobile data/Internet, None of the above",No,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage, Insufficient data allowance",3.03
Male,College of Art and Built Environment,Yes,200,Off-campus,Yes,Daily,4,"SMS/Text messaging, None of the above, Mobile data/Internet, Voice Calls",Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",1.67
Male,School of Business,No,100,Off-campus,Yes,Occasionally,1,"Mobile data/Internet, SMS/Text messaging, Voice Calls, None of the above",Yes,Yes,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",2.84
Male,College of Agriculture and Natural Resources,No,400,Off-campus,Yes,Occasionally,1,"SMS/Text messaging, None of the above",Yes,Yes,Poor network quality/coverage,4.25
Female,College of Engineering,Yes,200,Off-campus,No,Several times a week,1,"Voice Calls, None of the above",No,Yes,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",6.86
Female,College of Humanity and Social Science,No,600,Off-campus,No,Daily,1,"Mobile data/Internet, SMS/Text messaging, None of the above",Yes,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",7.25
Male,College of Engineering,Yes,400,Off-campus,No,Occasionally,3,Mobile data/Internet,No,No,Insufficient data allowance,6.23
Female,School of Business,Yes,300,Off-campus,No,Rarely,5,"SMS/Text messaging, None of the above, Mobile data/Internet",No,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",3.41
Female,College of Art and Built Environment,Yes,400,Off-campus,No,Occasionally,4,Voice Calls,No,Yes,Insufficient data allowance,8.6
Female,College of Engineering,Yes,200,On-campus,Yes,Occasionally,3,"SMS/Text messaging, Voice Calls",Yes,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",0.6
Male,College of Science,Yes,100,Off-campus,Yes,Occasionally,1,"Mobile data/Internet, None of the above, SMS/Text messaging, Voice Calls",No,Yes,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",4.62
Female,College of Humanity and Social Science,Yes,600,Off-campus,Yes,Daily,1,Voice Calls,No,No,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",1.82
Male,College of Art and Built Environment,Yes,600,Off-campus,No,Several times a week,2,"Voice Calls, None of the above, Mobile data/Internet, SMS/Text messaging",Yes,Yes,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",7.66
Female,College of Science,Yes,400,Off-campus,No,Several times a week,2,"SMS/Text messaging, None of the above, Voice Calls, Mobile data/Internet",Yes,Yes,Poor network quality/coverage,3.75
Male,College of Humanity and Social Science,Yes,600,Off-campus,No,Occasionally,1,"SMS/Text messaging, Voice Calls",No,No,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",0.68
Female,College of Agriculture and Natural Resources,Yes,300,Off-campus,Yes,Never,5,Mobile data/Internet,Yes,Yes,"Insufficient data allowance, Poor network quality/coverage",9.09
Female,College of Humanity and Social Science,No,300,On-campus,No,Daily,4,"Voice Calls, Mobile data/Internet",No,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",6.95
Female,College of Humanity and Social Science,No,500,Off-campus,No,Occasionally,2,"Voice Calls, Mobile data/Internet, SMS/Text messaging",Yes,Yes,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage",6.66
Female,College of Engineering,No,500,On-campus,No,Never,5,"Voice Calls, Mobile data/Internet, None of the above, SMS/Text messaging",Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",0.97
Female,College of Engineering,No,400,Off-campus,No,Several times a week,4,"SMS/Text messaging, None of the above",Yes,Yes,"Unsatisfactory customer service, Insufficient data allowance",9.25
Male,College of Art and Built Environment,No,300,Off-campus,No,Occasionally,2,Mobile data/Internet,Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",1.21
Male,College of Humanity and Social Science,Yes,600,Off-campus,No,Occasionally,2,"SMS/Text messaging, None of the above, Mobile data/Internet",No,Yes,High costs/pricing,3.45
Female,College of Engineering,Yes,300,Off-campus,No,Several times a week,1,"Voice Calls, Mobile data/Internet, SMS/Text messaging",No,Yes,Insufficient data allowance,9.43
Female,College of Humanity and Social Science,Yes,200,Off-campus,No,Rarely,2,"None of the above, Voice Calls",Yes,Yes,High costs/pricing,9.55
Female,School of Business,No,300,On-campus,Yes,Daily,2,"Voice Calls, Mobile data/Internet",No,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",1.62
Male,School of Business,Yes,100,On-campus,Yes,Several times a week,4,"Mobile data/Internet, SMS/Text messaging",Yes,No,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",3.78
Female,College of Engineering,Yes,200,On-campus,Yes,Several times a week,2,"None of the above, Voice Calls, SMS/Text messaging",No,Yes,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",6.89
Male,College of Art and Built Environment,Yes,300,Off-campus,Yes,Occasionally,2,"Mobile data/Internet, None of the above",No,Yes,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",1.34
Female,College of Science,Yes,100,Off-campus,Yes,Never,1,"SMS/Text messaging, Mobile data/Internet, None of the above",Yes,Yes,Insufficient data allowance,8.42
Female,College of Humanity and Social Science,Yes,500,Off-campus,No,Daily,4,"None of the above, SMS/Text messaging, Voice Calls",Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",0.87
Male,College of Humanity and Social Science,Yes,200,On-campus,No,Several times a week,1,Voice Calls,Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",9.1
Female,School of Business,Yes,400,Off-campus,Yes,Daily,1,Mobile data/Internet,No,Yes,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",9.3
Male,College of Art and Built Environment,No,500,Off-campus,Yes,Occasionally,5,"SMS/Text messaging, Voice Calls, Mobile data/Internet",Yes,No,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",3.96
Female,College of Humanity and Social Science,Yes,100,Off-campus,Yes,Daily,1,"None of the above, Mobile data/Internet",Yes,Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",3.05
Male,College of Science,Yes,300,Off-campus,No,Several times a week,3,"Mobile data/Internet, Voice Calls",Yes,Yes,"Unsatisfactory customer service, High costs/pricing",1.82
Male,School of Business,No,600,Off-campus,No,Daily,3,"SMS/Text messaging, Voice Calls, Mobile data/Internet, None of the above",No,Yes,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",9.36
Female,College of Engineering,Yes,300,Off-campus,No,Several times a week,4,"None of the above, Mobile data/Internet, Voice Calls, SMS/Text messaging",No,Yes,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",6.78
Female,College of Art and Built Environment,Yes,500,On-campus,Yes,Daily,4,"Mobile data/Internet, Voice Calls",Yes,Yes,High costs/pricing,1.45
Female,College of Art and Built Environment,Yes,200,Off-campus,No,Rarely,3,Voice Calls,Yes,Yes,Unsatisfactory customer service,7.06
Female,College of Art and Built Environment,No,300,Off-campus,No,Several times a week,4,"Voice Calls, SMS/Text messaging",Yes,Yes,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",3.95
Female,College of Humanity and Social Science,No,400,Off-campus,Yes,Several times a week,2,"Voice Calls, SMS/Text messaging, Mobile data/Internet, None of the above",No,Yes,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",9.32
Female,School of Business,No,300,On-campus,No,Daily,4,"None of the above, SMS/Text messaging, Voice Calls, Mobile data/Internet",No,Yes,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage",4.12
Female,College of Humanity and Social Science,Yes,300,Off-campus,No,Occasionally,4,"Mobile data/Internet, Voice Calls, SMS/Text messaging",Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing, Insufficient data allowance",7.43
Female,College of Humanity and Social Science,Yes,400,On-campus,No,Daily,1,"None of the above, Mobile data/Internet, Voice Calls, SMS/Text messaging",Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",8.13
Female,College of Art and Built Environment,No,400,Off-campus,Yes,Occasionally,5,"None of the above, Voice Calls",No,Yes,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing",6.33
Female,School of Business,Yes,400,Off-campus,No,Occasionally,5,Voice Calls,No,Yes,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",9.26
Female,College of Humanity and Social Science,No,300,Off-campus,No,Daily,3,"None of the above, SMS/Text messaging, Voice Calls, Mobile data/Internet",No,Yes,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing, Poor network quality/coverage",7.09
Female,School of Business,No,400,Off-campus,Yes,Daily,2,"Voice Calls, Mobile data/Internet, None of the above, SMS/Text messaging",No,Yes,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",2.34
Male,College of Engineering,Yes,400,Off-campus,Yes,Daily,1,"Voice Calls, Mobile data/Internet, SMS/Text messaging",No,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",8.02
Male,College of Engineering,Yes,100,Off-campus,No,Several times a week,2,"None of the above, SMS/Text messaging, Voice Calls, Mobile data/Internet",Yes,Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",0.63
Female,College of Humanity and Social Science,Yes,100,On-campus,No,Daily,1,None of the above,Yes,No,"Insufficient data allowance, Poor network quality/coverage",6.01
Female,College of Humanity and Social Science,No,100,On-campus,Yes,Several times a week,5,None of the above,No,Yes,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",7.4
Female,College of Art and Built Environment,Yes,400,Off-campus,No,Daily,4,SMS/Text messaging,No,Yes,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing, Poor network quality/coverage",3.07
Male,School of Business,Yes,400,Off-campus,Yes,Rarely,1,SMS/Text messaging,Yes,Yes,"High costs/pricing, Unsatisfactory customer service",1.95
Female,College of Art and Built Environment,Yes,200,Off-campus,No,Occasionally,3,"Mobile data/Internet, None of the above, Voice Calls, SMS/Text messaging",Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage",2.89
Male,College of Art and Built Environment,No,600,On-campus,Yes,Occasionally,3,"Mobile data/Internet, SMS/Text messaging, Voice Calls, None of the above",Yes,Yes,"Insufficient data allowance, Poor network quality/coverage",4.61
Male,College of Agriculture and Natural Resources,Yes,200,On-campus,No,Several times a week,4,"Mobile data/Internet, Voice Calls",No,Yes,Insufficient data allowance,4.13
Female,College of Science,No,100,Off-campus,Yes,Daily,2,"Voice Calls, Mobile data/Internet, SMS/Text messaging",No,No,Poor network quality/coverage,4.59
Female,College of Agriculture and Natural Resources,Yes,400,On-campus,Yes,Occasionally,4,"None of the above, Mobile data/Internet, SMS/Text messaging",Yes,Yes,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",7.73
Male,College of Art and Built Environment,No,500,Off-campus,No,Daily,3,None of the above,Yes,No,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",7.37
Female,College of Science,Yes,200,Off-campus,Yes,Daily,2,"Voice Calls, Mobile data/Internet",Yes,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",9.62
Male,College of Engineering,Yes,500,Off-campus,Yes,Daily,4,"Voice Calls, SMS/Text messaging, None of the above",Yes,No,High costs/pricing,3.6
Female,College of Art and Built Environment,No,100,Off-campus,Yes,Never,5,"SMS/Text messaging, Voice Calls, Mobile data/Internet, None of the above",Yes,No,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",3.7
Female,School of Business,Yes,600,Off-campus,No,Rarely,4,"None of the above, Mobile data/Internet, SMS/Text messaging",Yes,Yes,"High costs/pricing, Insufficient data allowance",6.57
Female,College of Art and Built Environment,No,200,On-campus,No,Several times a week,2,"Voice Calls, None of the above, Mobile data/Internet, SMS/Text messaging",No,No,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",8.36
Male,College of Agriculture and Natural Resources,No,500,Off-campus,No,Rarely,5,"Mobile data/Internet, None of the above, SMS/Text messaging",Yes,Yes,Unsatisfactory customer service,5.25
Male,College of Agriculture and Natural Resources,Yes,400,Off-campus,No,Several times a week,4,"Mobile data/Internet, Voice Calls, None of the above, SMS/Text messaging",Yes,No,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",8.87
Male,College of Science,No,200,Off-campus,Yes,Rarely,2,"None of the above, SMS/Text messaging",Yes,Yes,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing",3.02
Male,College of Art and Built Environment,Yes,200,Off-campus,No,Occasionally,4,"Voice Calls, None of the above, SMS/Text messaging",Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",8.27
Male,School of Business,Yes,400,Off-campus,Yes,Several times a week,2,None of the above,No,Yes,Insufficient data allowance,8.38
Male,College of Engineering,Yes,300,Off-campus,No,Several times a week,4,Mobile data/Internet,No,Yes,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",8.9
Female,College of Engineering,No,400,Off-campus,No,Several times a week,5,"SMS/Text messaging, Mobile data/Internet",No,Yes,"Poor network quality/coverage, Unsatisfactory customer service",1.52
Female,College of Agriculture and Natural Resources,Yes,200,Off-campus,Yes,Never,2,"Mobile data/Internet, None of the above, Voice Calls",No,Yes,High costs/pricing,7.0
Female,College of Agriculture and Natural Resources,Yes,500,Off-campus,Yes,Several times a week,3,"Mobile data/Internet, Voice Calls, None of the above, SMS/Text messaging",Yes,No,Unsatisfactory customer service,1.03
Male,College of Engineering,Yes,400,Off-campus,Yes,Occasionally,2,"SMS/Text messaging, None of the above, Mobile data/Internet, Voice Calls",Yes,Yes,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",1.58
Male,College of Art and Built Environment,No,200,Off-campus,No,Occasionally,3,Voice Calls,No,Yes,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",5.98
Male,College of Engineering,Yes,200,On-campus,No,Never,4,"Voice Calls, Mobile data/Internet, SMS/Text messaging, None of the above",No,Yes,Insufficient data allowance,4.21
Female,College of Science,Yes,500,On-campus,Yes,Several times a week,1,"Voice Calls, SMS/Text messaging, Mobile data/Internet",Yes,No,Insufficient data allowance,4.88
Female,School of Business,Yes,400,Off-campus,No,Occasionally,5,"Mobile data/Internet, SMS/Text messaging, Voice Calls, None of the above",No,Yes,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",3.14
Male,School of Business,No,100,On-campus,No,Occasionally,1,"None of the above, SMS/Text messaging, Mobile data/Internet, Voice Calls",No,No,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",1.66
Male,College of Agriculture and Natural Resources,Yes,200,Off-campus,No,Daily,1,"Voice Calls, None of the above, SMS/Text messaging",Yes,Yes,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing, Poor network quality/coverage",3.46
Male,College of Art and Built Environment,Yes,100,Off-campus,No,Daily,1,"None of the above, Voice Calls, SMS/Text messaging",No,Yes,"Poor network quality/coverage, High costs/pricing",5.27
Male,College of Agriculture and Natural Resources,No,600,On-campus,Yes,Occasionally,3,"SMS/Text messaging, None of the above, Mobile data/Internet, Voice Calls",No,Yes,"Insufficient data allowance, Poor network quality/coverage",1.51
Female,College of Humanity and Social Science,Yes,300,On-campus,Yes,Occasionally,5,"Mobile data/Internet, Voice Calls",No,No,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance, High costs/pricing",0.53
Female,College of Engineering,Yes,200,Off-campus,Yes,Occasionally,1,"None of the above, Mobile data/Internet, SMS/Text messaging, Voice Calls",No,Yes,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",6.42
Male,College of Science,Yes,500,Off-campus,No,Rarely,5,"Voice Calls, None of the above",Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",8.62
Male,College of Agriculture and Natural Resources,Yes,100,Off-campus,Yes,Daily,2,"None of the above, Voice Calls",No,Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance",4.17
Female,College of Art and Built Environment,No,100,Off-campus,No,Daily,3,"Voice Calls, None of the above",No,Yes,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",4.67
Female,College of Art and Built Environment,No,200,Off-campus,Yes,Daily,5,"SMS/Text messaging, Mobile data/Internet",No,Yes,"Poor network quality/coverage, High costs/pricing",3.35
Female,College of Engineering,Yes,300,Off-campus,No,Occasionally,2,"Mobile data/Internet, None of the above",No,Yes,"High costs/pricing, Insufficient data allowance",0.74
Female,College of Engineering,Yes,600,Off-campus,Yes,Rarely,5,SMS/Text messaging,No,No,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",3.25
Male,College of Art and Built Environment,No,400,Off-campus,No,Occasionally,1,None of the above,No,Yes,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",9.37
Female,College of Engineering,Yes,100,Off-campus,Yes,Several times a week,3,"SMS/Text messaging, None of the above, Voice Calls",Yes,Yes,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",2.34
Female,College of Science,No,200,On-campus,No,Daily,4,None of the above,No,No,"Poor network quality/coverage, Unsatisfactory customer service",2.92
Female,College of Engineering,Yes,200,Off-campus,No,Several times a week,5,"Mobile data/Internet, None of the above",Yes,Yes,High costs/pricing,4.65
Male,College of Engineering,No,400,Off-campus,Yes,Occasionally,2,SMS/Text messaging,No,Yes,"Poor network quality/coverage, Unsatisfactory customer service",1.85
Male,College of Humanity and Social Science,Yes,200,Off-campus,Yes,Rarely,4,"Mobile data/Internet, Voice Calls, SMS/Text messaging, None of the above",Yes,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",9.21
Male,College of Art and Built Environment,Yes,200,Off-campus,No,Occasionally,4,"Voice Calls, SMS/Text messaging, Mobile data/Internet, None of the above",Yes,No,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",7.59
Male,College of Engineering,Yes,600,Off-campus,Yes,Several times a week,2,"SMS/Text messaging, None of the above, Mobile data/Internet",No,Yes,Poor network quality/coverage,6.86
Female,College of Art and Built Environment,Yes,200,On-campus,No,Occasionally,1,"Mobile data/Internet, None of the above, Voice Calls, SMS/Text messaging",No,No,Unsatisfactory customer service,2.75
Female,College of Engineering,Yes,100,On-campus,Yes,Occasionally,1,"SMS/Text messaging, None of the above, Mobile data/Internet, Voice Calls",No,Yes,High costs/pricing,9.36
Female,College of Science,Yes,500,Off-campus,Yes,Several times a week,2,"None of the above, Mobile data/Internet, Voice Calls, SMS/Text messaging",No,Yes,Insufficient data allowance,1.73
Female,College of Engineering,No,100,Off-campus,No,Occasionally,5,"Voice Calls, Mobile data/Internet, None of the above, SMS/Text messaging",No,Yes,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",8.15
Male,College of Engineering,Yes,400,On-campus,No,Daily,4,"None of the above, SMS/Text messaging, Mobile data/Internet, Voice Calls",No,Yes,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",4.71
Male,College of Engineering,Yes,500,On-campus,Yes,Daily,5,"Mobile data/Internet, None of the above, Voice Calls, SMS/Text messaging",No,Yes,"Poor network quality/coverage, High costs/pricing",8.14
Male,College of Science,Yes,300,Off-campus,No,Daily,2,"None of the above, Voice Calls, SMS/Text messaging, Mobile data/Internet",No,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing, Insufficient data allowance",2.89
Female,College of Engineering,No,400,Off-campus,No,Daily,2,"Voice Calls, SMS/Text messaging",No,No,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",3.44
Female,College of Agriculture and Natural Resources,No,300,Off-campus,Yes,Daily,4,"Mobile data/Internet, None of the above, SMS/Text messaging, Voice Calls",No,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage, Insufficient data allowance",5.12
Male,College of Engineering,Yes,400,Off-campus,Yes,Daily,1,"SMS/Text messaging, Mobile data/Internet, Voice Calls",Yes,Yes,"Insufficient data allowance, Unsatisfactory customer service",0.7
Male,College of Art and Built Environment,No,200,Off-campus,Yes,Occasionally,4,"Voice Calls, SMS/Text messaging, None of the above, Mobile data/Internet",No,Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",5.36
Male,College of Agriculture and Natural Resources,Yes,300,Off-campus,Yes,Several times a week,3,"SMS/Text messaging, Mobile data/Internet, Voice Calls",Yes,Yes,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing, Poor network quality/coverage",7.3
Male,College of Humanity and Social Science,Yes,300,Off-campus,Yes,Occasionally,1,"SMS/Text messaging, Voice Calls",Yes,Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance",3.77
Female,College of Engineering,Yes,100,Off-campus,Yes,Occasionally,2,"SMS/Text messaging, Voice Calls, Mobile data/Internet",Yes,Yes,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",5.44
Female,School of Business,Yes,200,Off-campus,No,Occasionally,1,"None of the above, SMS/Text messaging, Mobile data/Internet, Voice Calls",Yes,Yes,"Insufficient data allowance, Unsatisfactory customer service",7.42
Male,School of Business,Yes,300,On-campus,No,Occasionally,3,"None of the above, Voice Calls, Mobile data/Internet",No,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",0.53
Male,College of Art and Built Environment,Yes,100,Off-campus,Yes,Daily,1,Voice Calls,Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",1.81
Male,College of Art and Built Environment,No,300,Off-campus,Yes,Daily,3,Mobile data/Internet,No,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",1.13
Male,College of Art and Built Environment,Yes,400,Off-campus,No,Daily,5,"Mobile data/Internet, None of the above, SMS/Text messaging",No,Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",4.97
Female,College of Humanity and Social Science,No,500,Off-campus,No,Several times a week,2,"SMS/Text messaging, Mobile data/Internet, None of the above, Voice Calls",No,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",7.1
Female,College of Science,Yes,600,Off-campus,Yes,Daily,2,"SMS/Text messaging, Mobile data/Internet, None of the above",No,Yes,"Poor network quality/coverage, Insufficient data allowance",1.24
Female,College of Humanity and Social Science,Yes,200,Off-campus,No,Daily,3,"None of the above, Voice Calls",Yes,Yes,"Insufficient data allowance, Unsatisfactory customer service",8.73
Male,School of Business,No,400,Off-campus,No,Occasionally,3,"Voice Calls, None of the above",Yes,Yes,"Poor network quality/coverage, High costs/pricing",7.36
Female,College of Humanity and Social Science,Yes,400,On-campus,Yes,Never,3,"None of the above, Mobile data/Internet, Voice Calls, SMS/Text messaging",Yes,Yes,"Unsatisfactory customer service, High costs/pricing",3.51
Male,College of Engineering,Yes,200,On-campus,No,Occasionally,4,"None of the above, Mobile data/Internet, SMS/Text messaging, Voice Calls",No,Yes,"Insufficient data allowance, High costs/pricing",4.29
Male,College of Engineering,Yes,300,Off-campus,No,Daily,5,Voice Calls,No,Yes,Insufficient data allowance,9.1
Male,College of Science,Yes,200,Off-campus,Yes,Several times a week,4,Voice Calls,No,Yes,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance, High costs/pricing",9.93
Female,College of Art and Built Environment,Yes,100,On-campus,Yes,Several times a week,3,"Mobile data/Internet, Voice Calls, SMS/Text messaging, None of the above",Yes,No,"Insufficient data allowance, High costs/pricing",5.84
Male,College of Science,Yes,300,On-campus,Yes,Several times a week,5,None of the above,No,Yes,"High costs/pricing, Unsatisfactory customer service",4.03
Female,College of Art and Built Environment,Yes,400,On-campus,No,Rarely,1,"None of the above, Voice Calls, SMS/Text messaging, Mobile data/Internet",Yes,Yes,"High costs/pricing, Unsatisfactory customer service",4.01
Male,College of Agriculture and Natural Resources,No,600,Off-campus,No,Occasionally,1,"Voice Calls, Mobile data/Internet",Yes,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",4.83
Female,College of Humanity and Social Science,Yes,400,Off-campus,No,Occasionally,4,"None of the above, Voice Calls, Mobile data/Internet",Yes,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",9.23
Male,College of Science,No,400,Off-campus,Yes,Daily,3,"None of the above, Voice Calls",Yes,Yes,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",5.46
Male,College of Humanity and Social Science,Yes,600,Off-campus,Yes,Several times a week,1,"Mobile data/Internet, None of the above, SMS/Text messaging, Voice Calls",No,Yes,Insufficient data allowance,2.1
Female,College of Humanity and Social Science,No,200,Off-campus,No,Several times a week,2,"Voice Calls, SMS/Text messaging",No,Yes,"Poor network quality/coverage, High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",5.23
Male,College of Science,Yes,500,Off-campus,Yes,Never,4,"Voice Calls, SMS/Text messaging, Mobile data/Internet, None of the above",Yes,Yes,Unsatisfactory customer service,4.81
Male,School of Business,Yes,500,Off-campus,No,Several times a week,3,"Voice Calls, Mobile data/Internet",Yes,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",6.62
Female,College of Humanity and Social Science,Yes,200,Off-campus,Yes,Daily,3,"Mobile data/Internet, SMS/Text messaging, None of the above, Voice Calls",No,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage, High costs/pricing",9.63
Male,College of Art and Built Environment,Yes,300,Off-campus,Yes,Several times a week,2,"SMS/Text messaging, None of the above, Mobile data/Internet",Yes,Yes,Poor network quality/coverage,0.77
Female,College of Humanity and Social Science,No,400,On-campus,Yes,Daily,5,"SMS/Text messaging, None of the above, Mobile data/Internet",Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",3.53
Male,College of Science,Yes,100,Off-campus,No,Occasionally,5,"Mobile data/Internet, Voice Calls, SMS/Text messaging, None of the above",Yes,Yes,"Unsatisfactory customer service, High costs/pricing",0.65
