"Timestamp","Gender","Education Level","College","Programme Level","Residence","Do you still use the university-provided SIM card?","How frequently do you use your sim?","How would you rate the connectivity strength of your network? (1 being the lowest, 5 being the highest)","What do you use your Telecel school-provided SIM card for?
* Making  calls","What do you use your Telecel school-provided SIM card for?
* Browsing  the internet","What do you use your Telecel school-provided SIM card for?
* Sending  texts message(SMS)","Do you use other networks besides your vodafone (Telecel)? *","Would  you consider  discontinuing your school-provided SIM or switching  to  a different  network  provider due to:
* Poor Network Quality Coverage","Would  you consider  discontinuing your school-provided SIM or switching  to  a different  network  provider due to:
* Unsatisfactory Customer Service","Would  you consider  discontinuing your school-provided SIM or switching  to  a different  network  provider due to:
* Better services from other network providers","Would  you consider  discontinuing your school-provided SIM or switching  to  a different  network  provider due to:
* High Costs of Services","Do you exhaust your monthly data allowance? (5GB)","What is your approximate monthly data usage? (in GB)","What changes  or improvements  would you  like  to see in your school-provided  SIM card services? ......"
"2024/06/23 09:43:44 PM GMT","Male","Postgraduate","College of Engineering","300","On-campus","Yes","Daily","5","No","No","No","No","Yes","No","No","Yes","Yes","Yes","0-2","Increase data allowance"
"2024/06/20 10:31:40 AM GMT","Male","Undergraduate","College of Agriculture and Natural Resources","300","Off-campus","No","Never","2","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","3-5","Improve network connection"
"2024/06/14 09:16:23 AM GMT","Female","Undergraduate","College of Art and Built Environment","200","Off-campus","No","Several times a week","3","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","More than 8","Increase data allowance"
"2024/06/28 10:02:44 AM GMT","Male","Postgraduate","College of Health Sciences","200","Off-campus","No","Daily","4","No","No","No","No","No","No","Yes","No","Yes","No","6-8","Increase data allowance"
"2024/06/24 05:15:07 PM GMT","Male","Masters","College of Art and Built Environment","200","On-campus","No","Never","3","Yes","No","No","Yes","No","Yes","No","Yes","Yes","Yes","3-5","Better customer service"
"2024/06/13 04:19:03 AM GMT","Female","Postgraduate","School of Business","200","Off-campus","Yes","Rarely","1","Yes","Yes","No","No","Yes","No","No","Yes","No","Yes","3-5",""
"2024/06/28 04:09:17 PM GMT","Male","Masters","College of Health Sciences","300","Off-campus","No","Never","4","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","More than 8","Improve network connection"
"2024/06/15 01:25:01 AM GMT","Female","Undergraduate","College of Science","300","On-campus","No","Never","2","Yes","No","No","Yes","No","Yes","No","No","No","Yes","0-2","Better customer service"
"2024/06/23 05:46:50 AM GMT","Female","Undergraduate","School of Business","300","On-campus","Yes","Several times a week","3","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","6-8","Increase data allowance"
"2024/06/23 11:14:25 PM GMT","Female","Postgraduate","College of Humanity and Social Science","100","On-campus","Yes","Rarely","3","No","Yes","No","No","No","No","No","No","Yes","No","0-2","Improve network connection"
"2024/06/23 01:35:02 PM GMT","Male","Masters","College of Health Sciences","300","Off-campus","No","Rarely","2","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","0-2",""
"2024/06/22 05:41:13 PM GMT","Female","Masters","College of Science","200","On-campus","No","Never","5","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","6-8","Increase data allowance"
"2024/06/28 10:25:18 PM GMT","Male","Undergraduate","College of Health Sciences","400","On-campus","Yes","Occasionally","3","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","0-2","Better customer service"
"2024/06/22 01:24:31 PM GMT","Female","Undergraduate","College of Health Sciences","200","Off-campus","Yes","Daily","1","No","No","No","No","No","Yes","Yes","Yes","No","Yes","More than 8","Improve network connection"
"2024/06/29 05:41:43 PM GMT","Female","Masters","College of Agriculture and Natural Resources","300","Off-campus","No","Occasionally","1","No","No","No","No","No","No","Yes","Yes","No","Yes","3-5",""
"2024/06/11 05:03:37 PM GMT","Male","Undergraduate","School of Business","200","Off-campus","Yes","Occasionally","1","No","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","0-2","Increase data allowance"
"2024/06/17 07:47:00 AM GMT","Male","Masters","College of Health Sciences","200","Off-campus","Yes","Daily","2","No","Yes","Yes","No","No","No","No","No","Yes","Yes","3-5","Cheaper data plans"
"2024/06/12 03:37:42 PM GMT","Male","Masters","School of Business","200","Off-campus","No","Daily","2","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","More than 8",""
"2024/06/25 07:11:00 PM GMT","Male","Undergraduate","College of Agriculture and Natural Resources","100","On-campus","No","Several times a week","4","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","No","6-8","Better customer service"
"2024/06/17 08:59:26 AM GMT","Male","Undergraduate","School of Business","300","Off-campus","No","Rarely","3","No","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","6-8","Increase data allowance"
"2024/06/15 11:55:23 AM GMT","Female","Undergraduate","College of Science","100","On-campus","No","Never","5","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","0-2","Cheaper data plans"
"2024/06/28 04:43:12 AM GMT","Female","Masters","School of Business","100","Off-campus","No","Rarely","2","Yes","No","No","Yes","No","Yes","No","No","Yes","No","6-8",""
"2024/06/16 09:54:57 AM GMT","Male","Postgraduate","School of Business","200","On-campus","No","Daily","4","No","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","More than 8","Better customer service"
"2024/06/30 03:29:30 PM GMT","Female","Undergraduate","School of Business","300","Off-campus","No","Never","2","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","6-8","Cheaper data plans"
"2024/06/13 09:33:22 AM GMT","Female","Masters","College of Health Sciences","400","On-campus","No","Several times a week","5","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","More than 8","Increase data allowance"
"2024/06/29 05:38:23 PM GMT","Female","Postgraduate","College of Engineering","300","Off-campus","No","Never","4","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","More than 8",""
"2024/06/20 07:38:23 AM GMT","Male","Undergraduate","School of Business","100","Off-campus","Yes","Never","5","No","Yes","No","No","No","Yes","No","Yes","Yes","Yes","3-5","Better customer service"
"2024/06/25 04:09:56 PM GMT","Female","Undergraduate","College of Health Sciences","100","Off-campus","Yes","Daily","5","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","More than 8","Increase data allowance"
"2024/06/28 02:36:57 AM GMT","Male","Postgraduate","College of Health Sciences","100","On-campus","No","Never","5","Yes","No","Yes","Yes","No","No","No","No","Yes","No","0-2","Increase data allowance"
"2024/06/20 02:38:36 PM GMT","Female","Postgraduate","School of Business","200","Off-campus","Yes","Several times a week","2","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","No","More than 8",""
"2024/06/26 04:27:01 PM GMT","Male","Undergraduate","College of Humanity and Social Science","300","On-campus","Yes","Several times a week","2","Yes","Yes","No","No","No","Yes","Yes","No","Yes","Yes","More than 8","Improve network connection"
"2024/06/28 08:33:50 PM GMT","Female","Postgraduate","College of Science","400","On-campus","Yes","Several times a week","2","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","3-5",""
"2024/06/26 04:22:07 PM GMT","Female","Masters","College of Art and Built Environment","200","Off-campus","Yes","Never","1","No","Yes","Yes","No","No","Yes","No","No","Yes","No","3-5",""
"2024/06/17 09:05:43 AM GMT","Male","Postgraduate","College of Science","200","On-campus","Yes","Several times a week","4","Yes","No","No","No","No","Yes","Yes","Yes","No","No","0-2","Improve network connection"
"2024/06/12 03:10:10 AM GMT","Male","Postgraduate","College of Health Sciences","100","Off-campus","Yes","Occasionally","5","No","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","3-5","Better customer service"
"2024/06/19 04:24:28 AM GMT","Male","Masters","College of Engineering","200","On-campus","No","Occasionally","3","Yes","No","No","Yes","No","No","No","Yes","No","No","0-2","Improve network connection"
"2024/07/01 06:59:30 AM GMT","Female","Postgraduate","College of Science","200","On-campus","Yes","Never","1","No","No","No","Yes","No","Yes","Yes","Yes","No","Yes","0-2","Better customer service"
"2024/06/19 01:58:01 AM GMT","Female","Masters","College of Science","100","Off-campus","Yes","Daily","5","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","More than 8","Cheaper data plans"
"2024/06/26 12:22:33 AM GMT","Male","Undergraduate","College of Health Sciences","300","Off-campus","No","Several times a week","1","No","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","3-5",""
"2024/06/11 11:25:06 PM GMT","Female","Masters","College of Engineering","100","Off-campus","No","Several times a week","5","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","0-2",""
"2024/06/23 11:43:54 PM GMT","Male","Masters","School of Business","400","On-campus","Yes","Never","4","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","3-5","Increase data allowance"
"2024/06/25 02:00:37 AM GMT","Female","Masters","College of Science","200","On-campus","Yes","Several times a week","2","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","More than 8","Cheaper data plans"
"2024/06/29 02:16:40 AM GMT","Female","Masters","College of Engineering","300","Off-campus","No","Daily","4","No","Yes","No","Yes","No","No","No","No","Yes","No","3-5","Improve network connection"
"2024/06/19 04:01:34 AM GMT","Female","Postgraduate","College of Agriculture and Natural Resources","100","On-campus","No","Never","2","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","6-8","Cheaper data plans"
"2024/06/24 05:08:28 AM GMT","Male","Masters","College of Art and Built Environment","100","Off-campus","No","Occasionally","2","No","Yes","Yes","Yes","No","Yes","No","No","Yes","No","More than 8","Improve network connection"
"2024/06/17 09:45:50 AM GMT","Female","Masters","College of Humanity and Social Science","100","On-campus","No","Occasionally","4","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","No","6-8","Cheaper data plans"
"2024/06/27 12:27:14 AM GMT","Female","Masters","College of Engineering","100","On-campus","Yes","Several times a week","5","Yes","No","No","Yes","Yes","Yes","No","No","Yes","No","3-5",""
"2024/06/11 08:56:27 PM GMT","Male","Masters","College of Science","300","On-campus","Yes","Never","5","Yes","Yes","No","No","No","No","Yes","No","No","No","6-8","Improve network connection"
"2024/06/12 10:18:33 AM GMT","Female","Masters","College of Science","100","Off-campus","No","Occasionally","2","No","No","Yes","No","No","No","No","Yes","Yes","Yes","0-2","Better customer service"
"2024/06/24 11:22:36 AM GMT","Female","Masters","College of Science","300","On-campus","Yes","Rarely","3","No","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","More than 8",""
"2024/06/25 05:26:08 AM GMT","Male","Masters","School of Business","300","On-campus","Yes","Never","1","No","No","Yes","No","Yes","No","Yes","No","Yes","No","3-5","Cheaper data plans"
"2024/06/25 08:22:00 AM GMT","Female","Undergraduate","College of Art and Built Environment","400","Off-campus","Yes","Occasionally","5","No","Yes","Yes","No","No","No","No","Yes","No","No","More than 8","Improve network connection"
"2024/07/01 04:09:48 AM GMT","Female","Undergraduate","College of Agriculture and Natural Resources","400","Off-campus","No","Occasionally","5","No","Yes","No","No","Yes","No","No","No","Yes","Yes","0-2","Cheaper data plans"
"2024/06/13 04:30:57 AM GMT","Female","Undergraduate","College of Science","100","On-campus","No","Never","4","No","Yes","No","No","No","No","Yes","No","Yes","Yes","0-2","Increase data allowance"
"2024/06/23 04:19:10 AM GMT","Female","Undergraduate","College of Engineering","400","On-campus","Yes","Several times a week","5","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","More than 8",""
"2024/06/25 02:59:10 PM GMT","Female","Postgraduate","College of Art and Built Environment","100","On-campus","Yes","Rarely","4","No","Yes","No","No","Yes","No","No","No","Yes","Yes","0-2","Better customer service"
"2024/06/15 02:21:35 PM GMT","Female","Undergraduate","College of Agriculture and Natural Resources","400","On-campus","Yes","Rarely","5","Yes","No","No","No","Yes","Yes","No","No","Yes","Yes","More than 8","Cheaper data plans"
"2024/06/22 09:24:45 PM GMT","Male","Undergraduate","College of Humanity and Social Science","300","Off-campus","No","Several times a week","4","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","0-2",""
"2024/06/30 06:07:54 PM GMT","Female","Undergraduate","College of Humanity and Social Science","100","On-campus","No","Occasionally","3","Yes","Yes","No","No","No","No","No","No","No","No","0-2","Increase data allowance"
"2024/06/17 10:18:51 PM GMT","Female","Masters","College of Engineering","300","Off-campus","Yes","Daily","4","No","No","Yes","No","No","No","Yes","Yes","Yes","No","3-5","Improve network connection"
"2024/06/26 04:30:20 AM GMT","Male","Undergraduate","College of Agriculture and Natural Resources","400","On-campus","Yes","Rarely","1","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","3-5","Increase data allowance"
"2024/06/18 03:02:52 AM GMT","Female","Postgraduate","College of Engineering","200","Off-campus","Yes","Several times a week","5","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","3-5","Increase data allowance"
"2024/06/12 07:58:59 PM GMT","Female","Masters","College of Engineering","200","Off-campus","No","Daily","3","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","0-2","Cheaper data plans"
"2024/06/19 07:55:54 PM GMT","Female","Postgraduate","College of Science","100","On-campus","No","Rarely","3","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","6-8","Better customer service"
"2024/06/25 07:51:46 PM GMT","Female","Undergraduate","College of Engineering","100","On-campus","No","Several times a week","2","No","Yes","No","No","No","Yes","Yes","No","No","No","More than 8","Improve network connection"
"2024/06/23 10:42:04 PM GMT","Male","Undergraduate","College of Humanity and Social Science","200","On-campus","Yes","Several times a week","4","Yes","Yes","No","No","No","No","Yes","No","Yes","No","0-2","Better customer service"
"2024/06/16 11:53:21 PM GMT","Male","Postgraduate","College of Engineering","200","Off-campus","Yes","Rarely","4","No","No","No","No","No","Yes","No","Yes","No","Yes","0-2","Improve network connection"
"2024/06/19 08:49:09 AM GMT","Male","Masters","College of Humanity and Social Science","400","Off-campus","Yes","Daily","1","Yes","No","Yes","No","No","No","Yes","No","No","Yes","6-8","Increase data allowance"
"2024/06/27 01:12:42 PM GMT","Male","Masters","College of Agriculture and Natural Resources","300","On-campus","Yes","Several times a week","3","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","0-2","Increase data allowance"
"2024/06/30 12:21:08 PM GMT","Male","Postgraduate","College of Humanity and Social Science","200","Off-campus","No","Never","2","Yes","No","No","No","No","Yes","No","No","Yes","No","More than 8","Improve network connection"
"2024/06/12 04:39:32 PM GMT","Male","Postgraduate","School of Business","400","On-campus","No","Several times a week","1","Yes","Yes","No","No","No","No","No","No","Yes","No","0-2",""
"2024/06/17 09:55:02 AM GMT","Female","Undergraduate","School of Business","300","Off-campus","No","Daily","4","No","No","No","No","No","Yes","No","Yes","Yes","No","3-5","Improve network connection"
"2024/06/13 12:27:32 PM GMT","Female","Postgraduate","College of Agriculture and Natural Resources","300","Off-campus","Yes","Rarely","4","No","No","Yes","Yes","Yes","No","Yes","No","Yes","No","6-8","Cheaper data plans"
"2024/07/01 09:39:14 AM GMT","Female","Undergraduate","School of Business","100","On-campus","No","Rarely","2","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","0-2","Cheaper data plans"
"2024/06/22 07:34:11 PM GMT","Male","Postgraduate","College of Agriculture and Natural Resources","200","Off-campus","No","Daily","2","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","More than 8",""
"2024/06/18 10:33:19 PM GMT","Female","Postgraduate","School of Business","300","On-campus","No","Rarely","3","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","6-8","Better customer service"
"2024/06/25 01:18:32 PM GMT","Female","Masters","College of Health Sciences","100","Off-campus","Yes","Rarely","4","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","3-5","Cheaper data plans"
"2024/06/29 01:01:32 PM GMT","Female","Masters","College of Health Sciences","300","Off-campus","Yes","Rarely","3","No","No","No","No","No","Yes","No","No","Yes","Yes","0-2",""
"2024/06/20 04:21:51 PM GMT","Female","Postgraduate","College of Engineering","100","Off-campus","No","Never","2","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","3-5","Improve network connection"
"2024/06/12 09:31:41 PM GMT","Female","Masters","College of Humanity and Social Science","300","Off-campus","No","Daily","3","No","No","Yes","No","Yes","No","Yes","No","Yes","Yes","More than 8","Better customer service"
"2024/06/12 07:50:07 PM GMT","Male","Masters","College of Engineering","300","Off-campus","Yes","Rarely","2","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","6-8","Cheaper data plans"
"2024/06/29 07:51:55 AM GMT","Female","Undergraduate","College of Engineering","200","On-campus","Yes","Rarely","5","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","3-5","Cheaper data plans"
"2024/06/23 05:51:01 AM GMT","Male","Masters","College of Health Sciences","200","On-campus","No","Rarely","3","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","6-8","Cheaper data plans"
"2024/06/24 05:55:47 PM GMT","Female","Masters","College of Art and Built Environment","300","Off-campus","Yes","Occasionally","5","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","3-5","Increase data allowance"
"2024/06/20 09:16:03 PM GMT","Male","Postgraduate","College of Engineering","100","On-campus","No","Never","5","No","No","No","Yes","No","No","No","No","Yes","No","6-8","Improve network connection"
"2024/06/18 08:51:42 AM GMT","Male","Postgraduate","College of Science","200","On-campus","No","Never","3","No","No","No","No","Yes","No","No","No","No","No","0-2",""
"2024/06/13 10:14:03 PM GMT","Female","Masters","College of Engineering","300","On-campus","No","Daily","2","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","3-5","Increase data allowance"
"2024/06/24 07:47:02 AM GMT","Male","Masters","School of Business","400","Off-campus","No","Never","5","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","0-2","Better customer service"
"2024/06/14 10:07:21 PM GMT","Female","Postgraduate","School of Business","100","Off-campus","No","Daily","1","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","3-5",""
"2024/06/15 02:59:17 AM GMT","Female","Postgraduate","College of Science","400","On-campus","Yes","Never","1","No","No","Yes","Yes","Yes","No","Yes","No","No","No","6-8","Increase data allowance"
"2024/06/15 10:51:28 AM GMT","Male","Postgraduate","College of Art and Built Environment","400","Off-campus","Yes","Occasionally","3","Yes","No","No","No","No","No","No","No","No","Yes","0-2",""
"2024/06/18 07:38:09 AM GMT","Male","Masters","College of Humanity and Social Science","300","On-campus","No","Daily","1","No","Yes","No","No","No","No","No","No","No","Yes","3-5",""
"2024/06/26 01:13:31 AM GMT","Male","Masters","College of Health Sciences","300","Off-campus","No","Rarely","2","No","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","More than 8","Cheaper data plans"
"2024/06/28 08:43:38 AM GMT","Female","Undergraduate","College of Agriculture and Natural Resources","100","On-campus","No","Rarely","3","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","More than 8","Cheaper data plans"
"2024/06/29 02:16:46 PM GMT","Female","Masters","College of Health Sciences","200","Off-campus","Yes","Never","2","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","0-2","Cheaper data plans"
"2024/06/15 10:29:14 PM GMT","Male","Postgraduate","College of Humanity and Social Science","100","Off-campus","Yes","Daily","5","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes","0-2","Improve network connection"
"2024/06/16 04:13:31 AM GMT","Female","Undergraduate","School of Business","100","On-campus","Yes","Never","4","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","0-2",""
"2024/06/23 08:48:08 PM GMT","Male","Masters","College of Humanity and Social Science","300","Off-campus","No","Rarely","5","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Yes","6-8","Improve network connection"
"2024/06/19 09:15:17 AM GMT","Female","Undergraduate","College of Health Sciences","400","Off-campus","Yes","Never","3","No","Yes","No","No","No","No","No","Yes","Yes","Yes","6-8","Better customer service"
"2024/06/23 12:02:54 PM GMT","Female","Masters","College of Health Sciences","300","Off-campus","Yes","Rarely","1","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","No","0-2","Increase data allowance"
"2024/06/15 01:45:16 PM GMT","Female","Masters","College of Health Sciences","300","Off-campus","Yes","Never","4","No","No","No","No","No","Yes","Yes","No","Yes","No","More than 8","Increase data allowance"
"2024/06/29 10:40:06 AM GMT","Male","Postgraduate","College of Engineering","300","Off-campus","No","Daily","2","No","No","No","Yes","No","Yes","No","Yes","No","No","0-2","Better customer service"
"2024/06/15 12:58:55 AM GMT","Female","Postgraduate","College of Agriculture and Natural Resources","100","Off-campus","Yes","Occasionally","5","No","No","No","No","Yes","Yes","Yes","No","Yes","No","0-2","Improve network connection"
"2024/06/30 11:07:37 AM GMT","Male","Masters","College of Engineering","400","Off-campus","No","Several times a week","2","Yes","No","No","No","No","Yes","Yes","No","Yes","No","6-8","Improve network connection"
"2024/06/13 02:39:22 AM GMT","Male","Undergraduate","College of Science","300","On-campus","No","Occasionally","3","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","3-5","Better customer service"
"2024/06/15 02:06:34 PM GMT","Male","Postgraduate","College of Engineering","400","On-campus","Yes","Several times a week","3","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","6-8","Better customer service"
"2024/06/24 02:53:56 PM GMT","Male","Postgraduate","College of Science","300","Off-campus","No","Occasionally","5","Yes","No","No","No","Yes","No","Yes","Yes","Yes","No","6-8","Better customer service"
"2024/06/29 04:19:28 PM GMT","Female","Masters","College of Agriculture and Natural Resources","200","Off-campus","Yes","Several times a week","3","No","Yes","No","No","No","No","Yes","Yes","No","Yes","More than 8",""
"2024/06/12 03:47:53 AM GMT","Female","Undergraduate","College of Health Sciences","100","Off-campus","Yes","Several times a week","5","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","More than 8","Better customer service"
"2024/06/17 10:00:53 AM GMT","Female","Masters","College of Science","200","Off-campus","Yes","Several times a week","3","No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","More than 8","Better customer service"
"2024/06/27 06:05:26 AM GMT","Male","Masters","College of Agriculture and Natural Resources","300","Off-campus","Yes","Rarely","1","No","No","No","Yes","No","Yes","No","No","Yes","Yes","0-2",""
"2024/06/28 04:02:39 AM GMT","Female","Postgraduate","College of Agriculture and Natural Resources","200","On-campus","Yes","Never","4","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","No","More than 8","Improve network connection"
"2024/06/11 09:57:53 PM GMT","Female","Postgraduate","School of Business","300","On-campus","No","Rarely","1","Yes","No","Yes","No","No","No","Yes","Yes","No","No","3-5",""
"2024/06/14 04:49:43 PM GMT","Female","Masters","School of Business","100","On-campus","Yes","Daily","3","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","More than 8","Improve network connection"
"2024/06/23 05:42:36 PM GMT","Male","Undergraduate","College of Health Sciences","400","Off-campus","No","Several times a week","3","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","6-8","Improve network connection"
"2024/06/23 04:52:52 AM GMT","Female","Undergraduate","College of Health Sciences","100","On-campus","Yes","Daily","4","No","Yes","Yes","No","No","No","Yes","Yes","No","Yes","3-5","Better customer service"
"2024/06/16 12:38:07 AM GMT","Male","Postgraduate","College of Engineering","200","On-campus","No","Several times a week","2","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","0-2","Improve network connection"
"2024/06/20 06:19:34 PM GMT","Female","Postgraduate","College of Agriculture and Natural Resources","300","Off-campus","Yes","Rarely","5","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","0-2",""
"2024/06/18 02:45:46 AM GMT","Male","Masters","College of Agriculture and Natural Resources","200","On-campus","No","Several times a week","1","Yes","Yes","No","No","No","No","No","Yes","Yes","No","6-8","Increase data allowance"
"2024/06/22 09:28:33 PM GMT","Male","Masters","College of Health Sciences","400","On-campus","Yes","Occasionally","3","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","0-2","Increase data allowance"
"2024/06/22 11:49:30 PM GMT","Male","Postgraduate","School of Business","300","On-campus","No","Occasionally","2","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","6-8","Improve network connection"
"2024/06/26 02:43:16 PM GMT","Male","Masters","College of Science","300","Off-campus","Yes","Rarely","4","No","No","Yes","No","No","Yes","No","No","Yes","Yes","0-2","Increase data allowance"
"2024/06/27 08:06:53 AM GMT","Female","Masters","College of Engineering","400","Off-campus","Yes","Several times a week","2","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Yes","6-8",""
"2024/06/15 11:41:55 PM GMT","Male","Undergraduate","College of Engineering","200","On-campus","Yes","Never","4","Yes","No","No","Yes","No","No","Yes","Yes","No","No","3-5","Improve network connection"
"2024/06/30 04:28:04 AM GMT","Male","Masters","College of Engineering","200","On-campus","Yes","Never","5","No","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","6-8","Better customer service"
"2024/06/25 12:50:02 AM GMT","Female","Masters","College of Science","400","On-campus","No","Several times a week","2","Yes","No","No","Yes","No","Yes","No","Yes","No","No","3-5","Increase data allowance"
"2024/06/21 01:49:06 PM GMT","Female","Undergraduate","College of Humanity and Social Science","200","Off-campus","Yes","Occasionally","5","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","More than 8",""
"2024/06/30 11:51:04 AM GMT","Female","Masters","College of Art and Built Environment","300","On-campus","Yes","Rarely","5","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","More than 8","Better customer service"
"2024/06/27 06:30:01 PM GMT","Female","Masters","College of Art and Built Environment","300","Off-campus","Yes","Several times a week","2","No","No","No","Yes","No","Yes","No","No","Yes","No","0-2","Increase data allowance"
"2024/06/17 01:38:28 PM GMT","Male","Masters","College of Science","100","Off-campus","No","Daily","2","Yes","Yes","No","No","Yes","No","Yes","Yes","No","No","0-2","Better customer service"
"2024/06/29 12:25:26 PM GMT","Female","Postgraduate","College of Science","300","Off-campus","Yes","Never","1","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","6-8","Better customer service"
"2024/06/24 10:47:46 AM GMT","Female","Undergraduate","School of Business","400","Off-campus","Yes","Daily","2","No","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","0-2",""
"2024/06/12 03:42:40 PM GMT","Male","Undergraduate","College of Health Sciences","200","On-campus","Yes","Never","5","Yes","Yes","No","No","Yes","No","No","No","No","No","6-8","Better customer service"
"2024/06/27 10:42:00 AM GMT","Male","Postgraduate","College of Science","400","On-campus","No","Several times a week","2","Yes","No","No","Yes","No","Yes","No","No","Yes","Yes","6-8","Better customer service"
"2024/06/29 01:01:30 PM GMT","Female","Postgraduate","School of Business","400","On-campus","No","Daily","1","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","3-5","Increase data allowance"
"2024/06/29 12:35:02 AM GMT","Male","Postgraduate","College of Art and Built Environment","200","On-campus","Yes","Never","2","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","6-8",""
"2024/06/23 08:27:47 PM GMT","Male","Postgraduate","College of Art and Built Environment","100","Off-campus","No","Never","4","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","More than 8","Increase data allowance"
"2024/06/30 10:46:09 PM GMT","Male","Masters","School of Business","300","On-campus","Yes","Occasionally","5","No","No","Yes","No","Yes","No","No","Yes","Yes","Yes","0-2","Improve network connection"
"2024/06/26 07:05:26 PM GMT","Male","Undergraduate","College of Agriculture and Natural Resources","200","Off-campus","Yes","Daily","5","No","No","No","Yes","Yes","No","No","No","Yes","Yes","6-8","Better customer service"
"2024/06/21 04:07:08 AM GMT","Female","Masters","College of Health Sciences","100","On-campus","No","Never","3","Yes","No","No","No","Yes","Yes","No","Yes","No","Yes","3-5",""
