Gender,College,Churn,Level,Residence,SIM_Usage,Usage_Freq,Network_Strength,Services_Used,Data_Exhaustion,Other_Networks,Use_Other_More,Reasons_Other,Consider_Discontinue,Reasons_Discontinue,Additional_Feedback
Male,College of Engineering,Yes,Level 400,On-campus,No,Several times a week,2,"Voice Calls, None of the above, Mobile data/Internet",No,Glo,True,"Better customer service, Better network coverage/signal strength, Faster internet speeds, More affordable plans/pricing",No,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance",nYs10mwgPHID2C6ehyESmtKFvK8d24FADO3I9Sut8U8UKmsPwk6tf
Female,College of Engineering,Yes,Level 500,On-campus,No,Rarely,1,"SMS/Text messaging, None of the above, Mobile data/Internet",Yes,"AirtelTigo, Glo, MTN",True,"More affordable plans/pricing, Better customer service, Faster internet speeds, Better network coverage/signal strength",No,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing, Insufficient data allowance",lPxV6lN8LNHgXGeoXlwst5WTUsBU5Bp8Qa3xalY32O8VPwKisCoIIhNl9j9XAP
Female,College of Engineering,Yes,Level 400,Off-campus,Yes,Never,2,"SMS/Text messaging, Voice Calls, None of the above, Mobile data/Internet",No,"AirtelTigo, MTN",False,"Better network coverage/signal strength, More affordable plans/pricing, Better customer service",Yes,"Unsatisfactory customer service, Insufficient data allowance",ChrTQlkKLC6Y0y3eRG2TJrrP4sfntSl6yJd7AWtlhJOwPvnK384aTl6Tl4nhCsvZZyM0cQpdfgKBxh8m
Male,College of Engineering,Yes,Level 600,On-campus,Yes,Rarely,1,"SMS/Text messaging, None of the above",No,Glo,False,"Better customer service, More affordable plans/pricing",Yes,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",yncU7fXxEEikzTWbGbRXNXiY18IZa0HtF6ymi13hPe648bAAfHraSFQSZjuzGKW2Ge
Female,College of Engineering,Yes,Level 200,On-campus,No,Never,1,"Voice Calls, Mobile data/Internet",No,MTN,False,"More affordable plans/pricing, Better customer service",No,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing, Poor network quality/coverage",TOEgO5dwykpp4xSbYKX0OWxXdzZ
Male,College of Engineering,No,Level 500,Off-campus,No,Several times a week,5,"Voice Calls, Mobile data/Internet",No,Glo,True,"More affordable plans/pricing, Better customer service, Better network coverage/signal strength, Faster internet speeds",No,"Unsatisfactory customer service, High costs/pricing",EYirH8dXPPeCb3fFkao8z5dTrp0dP3iIrtmciGzgm1YfZ8xOaUy4zxo7fu3Ncznfq
Female,College of Engineering,Yes,Level 200,Off-campus,No,Daily,2,"Mobile data/Internet, Voice Calls",Yes,Glo,True,"Faster internet speeds, Better customer service, More affordable plans/pricing",No,Insufficient data allowance,hITPa5puA0hlm7jgTB8i
Male,College of Engineering,No,Level 100,On-campus,Yes,Rarely,1,Mobile data/Internet,No,"Glo, AirtelTigo, MTN",False,"Better customer service, More affordable plans/pricing, Better network coverage/signal strength, Faster internet speeds",Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",0QpNJB2sTuK6NHxT0h4gNrf8lWLsNVghKQrlYAn1v0b
Male,College of Engineering,Yes,Level 300,Off-campus,No,Never,2,"Voice Calls, None of the above, Mobile data/Internet",Yes,"AirtelTigo, MTN",True,"More affordable plans/pricing, Better network coverage/signal strength, Better customer service",No,Unsatisfactory customer service,bvB4XIvmugw0jwE8AusjN9x
Female,College of Engineering,No,Level 400,Off-campus,Yes,Rarely,1,"Voice Calls, None of the above, Mobile data/Internet, SMS/Text messaging",Yes,Glo,True,"Faster internet speeds, More affordable plans/pricing",Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",wJkR3bQ4xy3Xoy5iyrB86HrBvrfBVvHoLqzl2X6VO1EbxShwbmr5mitfxpcXnt3j4WaaOOzX0ogzYfDTl
Female,College of Engineering,Yes,Level 200,Off-campus,Yes,Rarely,5,"SMS/Text messaging, None of the above, Mobile data/Internet, Voice Calls",No,"AirtelTigo, Glo, MTN",False,"Better customer service, Faster internet speeds, More affordable plans/pricing, Better network coverage/signal strength",No,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",huZcRIlA0vRqYd32psPja
Male,College of Engineering,Yes,Level 400,On-campus,Yes,Several times a week,4,SMS/Text messaging,Yes,Glo,True,"Faster internet speeds, More affordable plans/pricing",No,Poor network quality/coverage,2n32vO4ePd2BrUHvGk5CKijlWdlyqW3G1JCN4ex
Male,College of Engineering,Yes,Level 100,Off-campus,Yes,Occasionally,5,"Mobile data/Internet, Voice Calls, SMS/Text messaging",No,"Glo, AirtelTigo",False,"More affordable plans/pricing, Faster internet speeds, Better network coverage/signal strength",No,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",xxhKCxZeXQymt9Gp3fenlwK62ZkMSpLadKOgCISkAkE5zTiVW5PSVSsInPLrDYWSHZoVVm4uv3
Male,College of Engineering,Yes,Level 500,Off-campus,Yes,Never,2,"None of the above, Mobile data/Internet, SMS/Text messaging, Voice Calls",Yes,"AirtelTigo, MTN",True,"Faster internet speeds, Better network coverage/signal strength, More affordable plans/pricing",No,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance, Poor network quality/coverage",5MiLkfakrae3Mp9gReZinto
Female,College of Engineering,Yes,Level 600,On-campus,No,Daily,2,None of the above,No,Glo,False,"More affordable plans/pricing, Better customer service, Faster internet speeds, Better network coverage/signal strength",Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage, Insufficient data allowance",aPcELC0NVXue4sByUM06vb81TAJ12wLLtjivE0
Female,College of Engineering,Yes,Level 600,Off-campus,No,Rarely,1,"SMS/Text messaging, Voice Calls, Mobile data/Internet, None of the above",Yes,AirtelTigo,True,"Faster internet speeds, Better network coverage/signal strength",Yes,"Poor network quality/coverage, High costs/pricing",4gKXo6jk9wJEm8E98L7EC2hsfOaXq6INgluGGXX0LfK
Female,College of Engineering,Yes,Level 500,Off-campus,No,Occasionally,1,"None of the above, Mobile data/Internet, SMS/Text messaging, Voice Calls",Yes,MTN,False,"More affordable plans/pricing, Better network coverage/signal strength, Faster internet speeds",Yes,High costs/pricing,Q59WvkVbaPihAlCuvNwR7d
Male,College of Engineering,No,Level 100,Off-campus,Yes,Never,3,"Voice Calls, Mobile data/Internet",Yes,MTN,False,"More affordable plans/pricing, Faster internet speeds",Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",TI3jE7Q8Zcri6G7rt3boc7ANiAwoNtvgTMtH3KqfOZEZnOfDLA0iQz4U
Male,College of Engineering,No,Level 600,On-campus,No,Rarely,4,"Mobile data/Internet, Voice Calls, None of the above, SMS/Text messaging",Yes,AirtelTigo,True,"More affordable plans/pricing, Better network coverage/signal strength",No,"Poor network quality/coverage, Unsatisfactory customer service",lsDXS71pK9ruViLyyTAM
Male,College of Engineering,Yes,Level 100,On-campus,No,Rarely,5,"Voice Calls, Mobile data/Internet, None of the above",Yes,"AirtelTigo, MTN, Glo",False,"Faster internet speeds, Better customer service, Better network coverage/signal strength",No,Poor network quality/coverage,WVhu4sGqiCxbHRG4ABKYeN97qys0em6dnor30Nkf30KUI4nD3wcEbxhaWf
Female,College of Engineering,No,Level 500,Off-campus,Yes,Daily,4,"Mobile data/Internet, SMS/Text messaging, None of the above, Voice Calls",Yes,MTN,False,Better network coverage/signal strength,Yes,"Insufficient data allowance, Unsatisfactory customer service",maesNCEQtJnM0rstkj0RH5yNGSF9g3SlkbLdedpaKJ7BOJ8KvE5ro0sVi0XvN84agpbsvoO0OueKXXamjDwUr
Female,College of Engineering,Yes,Level 600,Off-campus,No,Daily,4,None of the above,Yes,AirtelTigo,True,"More affordable plans/pricing, Better customer service, Better network coverage/signal strength",No,"Insufficient data allowance, Unsatisfactory customer service",rAr8vZL7ldZIB4eHPaC1H8B0rQ8cTUjzJfhq5p4LiPH3WtPcUShP30GOjMeP
Female,College of Engineering,Yes,Level 500,On-campus,Yes,Never,5,"SMS/Text messaging, None of the above, Voice Calls, Mobile data/Internet",Yes,AirtelTigo,True,"Faster internet speeds, Better customer service, More affordable plans/pricing",Yes,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",SIPccMqNgJAf2zgWCnWmCZGbbUAueaqq2T3c8mgtAICo38B7vAbMk8bGyXZQV4b670lldjBrnO7Ui
Female,College of Engineering,No,Level 600,On-campus,No,Occasionally,2,"Mobile data/Internet, None of the above, Voice Calls",No,"AirtelTigo, MTN, Glo",True,"More affordable plans/pricing, Better customer service",No,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",iP2IETiiyzQrrxhRnpxBAUYo39i2CG3GPAC9ev9kniFWmw9lPndViTjyJ
Female,College of Engineering,Yes,Level 200,Off-campus,No,Several times a week,4,"SMS/Text messaging, Mobile data/Internet, Voice Calls, None of the above",Yes,"AirtelTigo, Glo",True,More affordable plans/pricing,No,"Insufficient data allowance, Unsatisfactory customer service",pGb06X7ZGItdmHZjlSAaAnqqCul55Cmi9zCTnOc57IcfoaWdG
Male,College of Engineering,No,Level 200,On-campus,Yes,Never,5,"SMS/Text messaging, Voice Calls, None of the above, Mobile data/Internet",Yes,"Glo, AirtelTigo",True,Faster internet speeds,Yes,"Unsatisfactory customer service, High costs/pricing",wJKbDigSGYmwt0fWnTHguVeH2Rt5Owc0w4ZLOoXZWxhG3be5IIendJBrDmi46C1TaEdNQKsKL
Female,College of Engineering,Yes,Level 100,Off-campus,No,Never,3,"Mobile data/Internet, SMS/Text messaging",No,AirtelTigo,True,"Better customer service, Better network coverage/signal strength, Faster internet speeds, More affordable plans/pricing",No,"Unsatisfactory customer service, Insufficient data allowance",oYiCI1dck85i1fgTWUr4qajtTCqbqNKU282jvPHBvsZSawMqLz6BVLuxRGVxfG5tHXGtlvmo
Male,College of Engineering,No,Level 400,On-campus,No,Several times a week,2,None of the above,Yes,"MTN, Glo, AirtelTigo",False,Better network coverage/signal strength,No,"High costs/pricing, Unsatisfactory customer service",AyTBvNK04G9XtrgVHCjGB92LjCnn8tpKfmLsivY3
Female,College of Engineering,No,Level 200,Off-campus,Yes,Rarely,1,"Mobile data/Internet, Voice Calls, None of the above, SMS/Text messaging",No,"Glo, AirtelTigo",True,"More affordable plans/pricing, Better network coverage/signal strength, Faster internet speeds",Yes,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing",DFGi9Pk3W8NPsyQLaJBUdS8f5CSK96RJEpEpDJqlMoPV0jd9sObrfBAlkoR03vT
Male,College of Engineering,Yes,Level 600,On-campus,No,Occasionally,2,"SMS/Text messaging, None of the above, Voice Calls, Mobile data/Internet",Yes,"Glo, AirtelTigo",False,Better customer service,Yes,"High costs/pricing, Poor network quality/coverage",HP4ATd5paPTQbZFNS2qP3RYept5AJi6PX2qPQCbysq2Igy8OT7nakDA9v8KdvMZhsOzxQKiNVCtG7nzqtvD8ldUHtbgu
Male,College of Engineering,No,Level 500,Off-campus,No,Daily,5,Mobile data/Internet,No,"Glo, MTN, AirtelTigo",True,More affordable plans/pricing,No,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",DHBbLcxnt6h4JVy9W1K86RFOydj
Male,College of Engineering,Yes,Level 200,Off-campus,No,Occasionally,2,"SMS/Text messaging, None of the above",No,"AirtelTigo, Glo, MTN",False,"Better network coverage/signal strength, More affordable plans/pricing, Faster internet speeds, Better customer service",Yes,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing",5VVYFBT3zdStSgWnV3qfMczkM0eEKwZgQM4G9AmEbMBtVc6KribzatHVDYr9ByhTEbMiAdHjac
Male,College of Engineering,Yes,Level 500,Off-campus,No,Several times a week,5,None of the above,Yes,AirtelTigo,True,"Better network coverage/signal strength, Faster internet speeds",No,Unsatisfactory customer service,U5JpOLRHyH9SqonBbfCODoX75iDvl3IsB6pI
Female,College of Engineering,No,Level 200,Off-campus,Yes,Never,3,"SMS/Text messaging, Voice Calls",No,Glo,False,More affordable plans/pricing,No,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",KejPIk9xohCjX04R2xSNAnpSnM7Ut7P6gRVN7yodze0ytMs
Female,College of Engineering,Yes,Level 500,On-campus,Yes,Occasionally,5,"Voice Calls, Mobile data/Internet",Yes,"Glo, MTN",False,"Better customer service, Faster internet speeds, More affordable plans/pricing, Better network coverage/signal strength",Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",ZyYmtLGLWZxj5iiOMIqmjK34GEoaa09KPycqV01KgBu6LYj5Wjt7RUDiUkcyiNHqCLcp
Female,College of Engineering,No,Level 600,Off-campus,No,Occasionally,2,"None of the above, Voice Calls, Mobile data/Internet, SMS/Text messaging",No,"AirtelTigo, MTN",True,"Better customer service, Better network coverage/signal strength",No,Insufficient data allowance,zmj9ajtaREltJ3YaoPAds3vtHEGLK5rHTPSfwZnAwfj5yveUdylVfl0IK9dnwSc15ReI
Male,College of Engineering,No,Level 100,On-campus,No,Never,3,"Voice Calls, Mobile data/Internet, None of the above",Yes,Glo,False,"Better network coverage/signal strength, Better customer service, More affordable plans/pricing",No,High costs/pricing,k1oT9NIkSsGSgbZB8mCRUjWRpsmSBW0BVToj9QxybG7gU5YnZnno6FE8cNKlM8w7L8mcTrEqSYAkFQBaEJxefKsjjfzaktRQQgyw
Male,College of Engineering,Yes,Level 200,Off-campus,Yes,Several times a week,2,Mobile data/Internet,No,"Glo, AirtelTigo",False,"More affordable plans/pricing, Better customer service",Yes,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",FuAPU1YkQFAmRU6RA4xA1Uv7WheMN6ODWdRXjVyFtBVJhKbZTnBvr0CLzxjOponuvMUoPny11OmRv1
Female,College of Engineering,No,Level 200,Off-campus,Yes,Rarely,2,"None of the above, Mobile data/Internet",No,"Glo, MTN, AirtelTigo",True,"Better network coverage/signal strength, Better customer service",Yes,Insufficient data allowance,YP03J7rd1iK2uS9OuKuBakYA5DQ7
Female,College of Engineering,No,Level 500,Off-campus,No,Never,2,"None of the above, Voice Calls, SMS/Text messaging, Mobile data/Internet",Yes,"AirtelTigo, MTN",True,"Faster internet speeds, More affordable plans/pricing, Better customer service",Yes,Poor network quality/coverage,Q9xkIDGqjtIEHLD0b09bfGlx8HrfjYkpyqS67
Female,College of Engineering,Yes,Level 200,On-campus,No,Never,2,"Voice Calls, None of the above, SMS/Text messaging, Mobile data/Internet",No,"AirtelTigo, Glo, MTN",False,Better network coverage/signal strength,No,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",oqcJ0y4HHdRb7BhvBsJvADBxDwwhwoxeOiglGITBv28mY0x
Male,College of Engineering,No,Level 200,Off-campus,No,Occasionally,4,Voice Calls,Yes,AirtelTigo,True,"Faster internet speeds, Better customer service, Better network coverage/signal strength, More affordable plans/pricing",Yes,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",EjHxX1UZ0hXJink2krShHqUlDiddVTgGOjcjl5gjHANvwOCx0qsx9zGgB0RijqPCjTf4P2aqUiV0BHVE7J0Zf5ubFR7EVhbt1dsm
Male,College of Engineering,Yes,Level 600,On-campus,No,Rarely,5,Voice Calls,Yes,"MTN, Glo, AirtelTigo",True,"Better network coverage/signal strength, More affordable plans/pricing",Yes,Poor network quality/coverage,Zb3wEfDYyHO1Abgg9biCI9gN52p43ureC6SCKNsyM4FN1QU1FaCRUTsyvPf2DFdR2w7oqf6FC8jtAV40xQFL9F9FLrVaATp6y
Male,College of Engineering,No,Level 400,Off-campus,No,Daily,3,None of the above,Yes,"MTN, Glo",True,"Better customer service, More affordable plans/pricing, Faster internet speeds, Better network coverage/signal strength",Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage, High costs/pricing",APDQqf1LI2B16EqnUgIYNqCAMTVX1EVKYfHotM7Eoo9isNtwSaH1VWK181osmoDxZKLoLdnTQJ4QING60
Male,College of Engineering,Yes,Level 100,On-campus,Yes,Rarely,1,"Voice Calls, Mobile data/Internet, SMS/Text messaging, None of the above",Yes,MTN,False,"More affordable plans/pricing, Faster internet speeds, Better network coverage/signal strength",Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",z9S6mHh6VvxLVgmfbNov
Male,College of Engineering,Yes,Level 200,On-campus,No,Never,4,Voice Calls,No,"MTN, Glo",False,Faster internet speeds,Yes,Insufficient data allowance,i41ABrQiu5be3FYNum5T456OmHbRfMX6eAKW5sisDzCDk7Jl4JmPUGEdkzy0SXKAhNcOzmSx1qmafGWxoE
Male,College of Engineering,No,Level 200,Off-campus,Yes,Never,3,"None of the above, Voice Calls, Mobile data/Internet",No,"MTN, AirtelTigo",False,"More affordable plans/pricing, Better network coverage/signal strength, Better customer service",Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",PaC0XWp5uahdhkuBQOry9wIo5CYjEf7RoGZAEejU1zN
Female,College of Engineering,No,Level 600,Off-campus,No,Daily,2,"SMS/Text messaging, Mobile data/Internet, None of the above",No,"Glo, MTN, AirtelTigo",True,"More affordable plans/pricing, Faster internet speeds, Better network coverage/signal strength, Better customer service",Yes,Unsatisfactory customer service,wTqS5nH6dvAwGfZN93v53zBGNJnYWahjxu8uz5lZ0AicZMz
Female,College of Engineering,Yes,Level 600,Off-campus,No,Daily,3,"Voice Calls, SMS/Text messaging, Mobile data/Internet",No,"Glo, AirtelTigo",True,"More affordable plans/pricing, Better customer service",No,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",fDB68WJxqTchNCSOHaLjHokw
Male,College of Engineering,No,Level 600,On-campus,No,Occasionally,5,"SMS/Text messaging, Mobile data/Internet, Voice Calls",Yes,"Glo, MTN, AirtelTigo",True,Better customer service,No,"High costs/pricing, Poor network quality/coverage",8cGDPCMSeLlzyZkpWTw6ylnSh5gumqKwEqQc4lpiGp4HwmO7Juqnbef36EAdiZsKXIbNk6Va
Female,College of Engineering,Yes,Level 200,On-campus,No,Daily,2,"Mobile data/Internet, SMS/Text messaging, None of the above",No,"MTN, Glo",True,"Better customer service, Faster internet speeds, Better network coverage/signal strength, More affordable plans/pricing",No,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",6zppeTM9PB9YYSKiCBI8LpdRaEomlYW3rjRE52b0FT9fByHFI51vwvBwhwtKZIV
Male,College of Engineering,Yes,Level 300,Off-campus,No,Occasionally,5,"None of the above, Mobile data/Internet, SMS/Text messaging",No,"Glo, AirtelTigo, MTN",False,Better customer service,Yes,High costs/pricing,WEFWWqnUlFR5evtzqMh29oB9KVRPj1GkR9YdYMgHt6TtCGb
Female,College of Engineering,Yes,Level 400,On-campus,Yes,Several times a week,3,"SMS/Text messaging, Mobile data/Internet, Voice Calls",No,"Glo, MTN, AirtelTigo",True,"Better customer service, Better network coverage/signal strength, Faster internet speeds, More affordable plans/pricing",Yes,"Unsatisfactory customer service, Poor network quality/coverage",8zMZz1mMpcOhaVzhqjKdUZQqj3wclARYTz
